tradeDate,symbol,adjClose,volume
2025-03-05,0285.HK,26.5368,5784160
2025-03-05,0288.HK,5.8164,7008880
2025-03-05,0291.HK,44.2404,5728582
2025-03-05,0386.HK,3.8489,38830935
2025-03-05,0388.HK,296.2535,7371290
2025-03-05,0669.HK,87.8058,4321473
2025-03-05,0688.HK,20.6315,5339721
2025-03-05,0700.HK,349.5060,19232834
2025-03-05,0762.HK,5.0022,28566164
2025-03-05,0823.HK,59.2154,3856774
2025-03-05,0857.HK,5.2851,44194576
2025-03-05,0868.HK,11.1331,5388527
2025-03-05,0883.HK,11.1812,21174418
2025-03-05,0939.HK,7.8472,181778333
2025-03-05,0941.HK,65.4544,12496290
2025-03-05,0960.HK,14.1734,7477258
2025-03-05,0968.HK,7.5697,8452735
2025-03-05,1038.HK,49.7692,2092537
2025-03-05,1044.HK,41.9240,3688589
2025-03-05,1088.HK,24.1966,14858735
2025-03-05,1109.HK,32.0545,13921274
2025-03-05,1113.HK,45.7701,3538660
2025-03-05,1177.HK,3.7371,13659522
2025-03-05,1211.HK,267.7246,9587236
2025-03-05,1288.HK,2.5379,121061226
2025-03-05,1299.HK,52.7981,16056648
2025-03-05,1398.HK,4.6804,342692373
2025-03-05,1928.HK,18.1413,5341250
2025-03-05,1997.HK,40.1052,1866788
2025-03-05,2007.HK,1.2298,10451012
2025-03-05,2018.HK,24.2015,4583833
2025-03-05,2020.HK,71.9163,2691680
2025-03-05,2269.HK,35.7278,6729847
2025-03-05,2313.HK,75.8087,2797617
2025-03-05,2318.HK,36.3829,37087621
2025-03-05,2319.HK,27.9314,5516107
2025-03-05,2382.HK,100.2782,3826812
2025-03-05,2388.HK,27.9045,3573437
2025-03-05,2628.HK,35.5352,23309142
2025-03-05,2688.HK,96.9007,4311291
2025-03-05,3328.HK,4.6990,42647284
2025-03-05,3988.HK,2.6465,110276087
2025-03-06,0001.HK,38.6971,3988325
2025-03-06,0002.HK,61.8367,3665928
2025-03-06,0003.HK,56.5415,3511927
2025-03-06,0005.HK,55.8304,20382666
2025-03-06,0006.HK,31.7236,1843231
2025-03-06,0011.HK,104.3930,10835614
2025-03-06,0012.HK,26.4331,2031053
2025-03-06,0016.HK,88.8009,4758042
2025-03-06,0017.HK,28.2092,6311272
2025-03-06,0019.HK,61.8548,2548163
2025-03-06,0023.HK,21.3906,3620994
2025-03-06,0027.HK,43.6985,7967481
2025-03-06,0066.HK,13.1749,3826890
2025-03-06,0083.HK,17.0387,6116517
2025-03-06,0101.HK,10.5383,4280954
2025-03-06,0175.HK,12.7196,23480307
2025-03-06,0241.HK,4.3928,11659408
2025-03-06,0267.HK,38.8903,5935298
2025-03-06,0285.HK,26.5655,7520056
2025-03-06,0288.HK,5.8350,12519312
2025-03-06,0291.HK,44.0315,6347894
2025-03-06,0386.HK,3.7746,27208539
2025-03-06,0388.HK,291.8877,7925683
2025-03-06,0669.HK,85.1328,1375440
2025-03-06,0688.HK,20.0301,10385681
2025-03-06,0700.HK,347.6990,19244106
2025-03-06,0762.HK,4.9610,18016076
2025-03-06,0823.HK,58.2337,2162309
2025-03-06,0857.HK,5.0842,41779947
2025-03-06,0868.HK,10.6454,9238223
2025-03-06,0883.HK,11.1236,27416036
2025-03-06,0939.HK,7.8666,148109439
2025-03-06,0941.HK,65.3895,11598076
2025-03-06,0960.HK,13.2864,5700552
2025-03-06,0968.HK,7.3902,12211717
2025-03-06,1038.HK,49.6417,1352356
2025-03-06,1044.HK,41.6610,1815019
2025-03-06,1088.HK,23.6685,15571458
2025-03-06,1109.HK,31.6800,4937651
2025-03-06,1113.HK,44.1291,3681648
2025-03-06,1177.HK,3.8007,11048392
2025-03-06,1211.HK,261.7301,11637503
2025-03-06,1288.HK,2.5140,125521807
2025-03-06,1299.HK,52.2799,16985121
2025-03-06,1398.HK,4.5485,188167196
2025-03-06,1928.HK,17.7484,7298853
2025-03-06,1997.HK,38.8617,3158520
2025-03-06,2007.HK,1.1548,17492613
2025-03-06,2018.HK,23.7030,3732774
2025-03-06,2020.HK,71.3971,3227696
2025-03-06,2269.HK,35.0157,11665333
2025-03-06,2313.HK,75.3311,2818632
2025-03-06,2318.HK,36.3364,19361402
2025-03-06,2319.HK,27.6936,6665481
2025-03-06,2382.HK,100.7753,3574882
2025-03-06,2388.HK,27.4926,3297702
2025-03-06,2628.HK,34.6931,25809618
2025-03-06,2688.HK,96.1268,4245700
2025-03-06,3328.HK,4.6650,55544933
2025-03-06,3988.HK,2.6003,133511302
2025-03-07,0001.HK,38.8938,3777748
2025-03-07,0002.HK,61.5641,2204054
2025-03-07,0003.HK,56.5656,2505514
2025-03-07,0005.HK,55.7821,21567019
2025-03-07,0006.HK,31.8757,1728099
2025-03-07,0011.HK,105.1230,4536981
2025-03-07,0012.HK,26.6144,2046812
2025-03-07,0016.HK,88.9405,1726573
2025-03-07,0017.HK,28.1389,8006741
2025-03-07,0019.HK,61.8512,3084318
2025-03-07,0023.HK,21.5648,2829374
2025-03-07,0027.HK,43.2701,5329558
2025-03-07,0066.HK,12.9559,5267611
2025-03-07,0083.HK,17.1712,3463189
2025-03-07,0101.HK,10.5653,4890398
2025-03-07,0175.HK,12.4710,22073986
2025-03-07,0241.HK,4.3071,11809451
2025-03-07,0267.HK,39.1388,7297094
2025-03-07,0285.HK,26.0007,4416139
2025-03-07,0288.HK,5.8195,16514903
2025-03-07,0291.HK,43.2621,5025473
2025-03-07,0386.HK,3.7835,22740653
2025-03-07,0388.HK,290.1114,12544832
2025-03-07,0669.HK,84.9312,2048549
2025-03-07,0688.HK,20.4013,5967618
2025-03-07,0700.HK,349.6210,30713180
2025-03-07,0762.HK,4.9785,15150703
2025-03-07,0823.HK,58.0349,5847642
2025-03-07,0857.HK,5.0197,30028056
2025-03-07,0868.HK,10.8189,8194113
2025-03-07,0883.HK,11.0989,15535648
2025-03-07,0939.HK,7.8984,99056217
2025-03-07,0941.HK,66.2138,6993879
2025-03-07,0960.HK,12.9510,8142801
2025-03-07,0968.HK,7.2836,4623641
2025-03-07,1038.HK,49.4137,3106706
2025-03-07,1044.HK,41.2230,4639402
2025-03-07,1088.HK,24.1460,17080408
2025-03-07,1109.HK,31.9713,13789230
2025-03-07,1113.HK,44.1055,3270523
2025-03-07,1177.HK,3.7095,14638927
2025-03-07,1211.HK,259.0145,6846471
2025-03-07,1288.HK,2.5277,110654647
2025-03-07,1299.HK,52.4561,12934502
2025-03-07,1398.HK,4.5495,194957722
2025-03-07,1928.HK,17.3960,7951186
2025-03-07,1997.HK,38.8365,3212208
2025-03-07,2007.HK,1.0891,14357272
2025-03-07,2018.HK,22.5977,5419187
2025-03-07,2020.HK,71.1745,4050770
2025-03-07,2269.HK,34.6739,5822574
2025-03-07,2313.HK,74.8172,1263995
2025-03-07,2318.HK,36.7430,24015007
2025-03-07,2319.HK,27.5568,7811495
2025-03-07,2382.HK,100.1679,4945480
2025-03-07,2388.HK,27.1594,4034222
2025-03-07,2628.HK,35.1005,15980480
2025-03-07,2688.HK,97.5113,3263904
2025-03-07,3328.HK,4.7064,74901277
2025-03-07,3988.HK,2.6265,86634644
2025-03-10,0001.HK,39.6407,9865965
2025-03-10,0002.HK,61.5255,2483003
2025-03-10,0003.HK,56.0070,3300003
2025-03-10,0005.HK,55.2632,34165720
2025-03-10,0006.HK,31.6796,1619258
2025-03-10,0011.HK,105.7652,3664899
2025-03-10,0012.HK,26.3647,1917778
2025-03-10,0016.HK,87.5103,4052740
2025-03-10,0017.HK,28.6017,4458123
2025-03-10,0019.HK,62.5383,2361269
2025-03-10,0023.HK,21.6404,2575287
2025-03-10,0027.HK,43.2104,5398098
2025-03-10,0066.HK,13.1520,3826108
2025-03-10,0083.HK,17.2326,3646905
2025-03-10,0101.HK,10.6189,4482838
2025-03-10,0175.HK,12.3217,21351978
2025-03-10,0241.HK,4.3770,7673579
2025-03-10,0267.HK,39.4487,4937775
2025-03-10,0285.HK,25.7204,5508353
2025-03-10,0288.HK,5.8069,12485489
2025-03-10,0291.HK,42.8949,5717467
2025-03-10,0386.HK,3.7749,20764268
2025-03-10,0388.HK,292.9026,8184782
2025-03-10,0669.HK,87.4718,2353236
2025-03-10,0688.HK,20.1474,5934581
2025-03-10,0700.HK,363.9158,19040182
2025-03-10,0762.HK,5.0553,22372334
2025-03-10,0823.HK,58.0978,4802602
2025-03-10,0857.HK,4.9936,25511668
2025-03-10,0868.HK,11.2922,3410694
2025-03-10,0883.HK,11.0092,31534025
2025-03-10,0939.HK,7.9031,123685941
2025-03-10,0941.HK,66.3920,7838828
2025-03-10,0960.HK,12.8543,4723656
2025-03-10,0968.HK,7.0514,7987901
2025-03-10,1038.HK,49.4595,2537034
2025-03-10,1044.HK,41.6325,2168124
2025-03-10,1088.HK,24.4178,15564176
2025-03-10,1109.HK,31.8677,12271030
2025-03-10,1113.HK,43.9046,2434025
2025-03-10,1177.HK,3.6284,13892565
2025-03-10,1211.HK,256.1585,7207580
2025-03-10,1288.HK,2.5234,54347505
2025-03-10,1299.HK,53.0114,15862625
2025-03-10,1398.HK,4.5796,208936686
2025-03-10,1928.HK,17.3036,6927778
2025-03-10,1997.HK,38.8224,1508510
2025-03-10,2007.HK,1.0628,16558948
2025-03-10,2018.HK,22.3205,3131448
2025-03-10,2020.HK,71.4018,2976852
2025-03-10,2269.HK,35.7403,10362079
2025-03-10,2313.HK,74.7967,3329474
2025-03-10,2318.HK,37.0756,33079679
2025-03-10,2319.HK,27.8930,5865693
2025-03-10,2382.HK,101.9038,4647614
2025-03-10,2388.HK,27.1729,4487480
2025-03-10,2628.HK,35.1455,28806365
2025-03-10,2688.HK,97.4140,2314156
2025-03-10,3328.HK,4.7594,133650345
2025-03-10,3988.HK,2.6204,55356664
2025-03-11,0001.HK,39.9835,5709855
2025-03-11,0002.HK,61.1749,3560480
2025-03-11,0003.HK,55.9740,4339452
2025-03-11,0005.HK,55.8073,29073291
2025-03-11,0006.HK,31.8337,1763320
2025-03-11,0011.HK,106.1075,5272808
2025-03-11,0012.HK,26.5173,1830004
2025-03-11,0016.HK,87.9423,3151600
2025-03-11,0017.HK,28.7111,4970927
2025-03-11,0019.HK,63.5095,1328845
2025-03-11,0023.HK,22.0447,2917886
2025-03-11,0027.HK,43.1441,6712112
2025-03-11,0066.HK,13.1050,2902854
2025-03-11,0083.HK,16.9490,5693562
2025-03-11,0101.HK,10.5043,4697265
2025-03-11,0175.HK,12.2589,19163441
2025-03-11,0241.HK,4.4983,15323348
2025-03-11,0267.HK,40.0627,13499609
2025-03-11,0285.HK,26.4008,7992785
2025-03-11,0288.HK,5.8139,21714504
2025-03-11,0291.HK,42.0942,9575932
2025-03-11,0386.HK,3.7906,37864079
2025-03-11,0388.HK,293.9857,11137538
2025-03-11,0669.HK,88.9380,1992068
2025-03-11,0688.HK,20.1680,9373308
2025-03-11,0700.HK,370.1403,9041631
2025-03-11,0762.HK,5.1240,17968873
2025-03-11,0823.HK,57.8096,3771830
2025-03-11,0857.HK,5.0629,21670290
2025-03-11,0868.HK,11.2717,5595354
2025-03-11,0883.HK,11.0126,23458430
2025-03-11,0939.HK,8.0131,119608459
2025-03-11,0941.HK,66.5882,10510046
2025-03-11,0960.HK,12.6182,7896355
2025-03-11,0968.HK,7.0249,6825278
2025-03-11,1038.HK,49.2430,2322555
2025-03-11,1044.HK,41.6510,3473529
2025-03-11,1088.HK,24.4255,17718053
2025-03-11,1109.HK,31.4393,5977229
2025-03-11,1113.HK,43.4188,4431564
2025-03-11,1177.HK,3.7100,18392419
2025-03-11,1211.HK,259.9591,7702507
2025-03-11,1288.HK,2.5412,73967832
2025-03-11,1299.HK,54.2773,15677264
2025-03-11,1398.HK,4.6001,127195125
2025-03-11,1928.HK,16.8368,9993678
2025-03-11,1997.HK,38.5667,1622902
2025-03-11,2007.HK,1.0764,18993323
2025-03-11,2018.HK,22.3278,4142537
2025-03-11,2020.HK,71.1166,3989363
2025-03-11,2269.HK,35.7191,10012917
2025-03-11,2313.HK,76.4911,4145696
2025-03-11,2318.HK,37.6085,39190611
2025-03-11,2319.HK,27.5908,5225942
2025-03-11,2382.HK,103.8834,8059321
2025-03-11,2388.HK,27.6518,3997455
2025-03-11,2628.HK,35.6523,32423350
2025-03-11,2688.HK,96.9301,2432519
2025-03-11,3328.HK,4.7705,42836321
2025-03-11,3988.HK,2.6212,71065562
2025-03-12,0001.HK,40.6214,7027902
2025-03-12,0002.HK,61.4599,2784471
2025-03-12,0003.HK,56.1762,2955374
2025-03-12,0005.HK,56.0378,40043919
2025-03-12,0006.HK,31.7890,1887282
2025-03-12,0011.HK,107.2359,5277888
2025-03-12,0012.HK,26.9608,1247282
2025-03-12,0016.HK,90.5717,4843893
2025-03-12,0017.HK,29.2685,4889153
2025-03-12,0019.HK,63.9598,1791488
2025-03-12,0023.HK,22.0717,3023611
2025-03-12,0027.HK,43.0369,8853193
2025-03-12,0066.HK,13.0962,4200305
2025-03-12,0083.HK,17.2623,3705064
2025-03-12,0101.HK,10.7529,5215263
2025-03-12,0175.HK,12.4358,18960367
2025-03-12,0241.HK,4.6855,8519576
2025-03-12,0267.HK,40.4974,8945814
2025-03-12,0285.HK,26.8127,3848179
2025-03-12,0288.HK,5.8339,15522545
2025-03-12,0291.HK,41.8069,3866510
2025-03-12,0386.HK,3.7616,27200931
2025-03-12,0388.HK,294.5617,8901927
2025-03-12,0669.HK,89.3039,1796837
2025-03-12,0688.HK,20.7451,7986809
2025-03-12,0700.HK,367.4150,16009136
2025-03-12,0762.HK,5.0696,16184950
2025-03-12,0823.HK,58.4934,3893090
2025-03-12,0857.HK,5.0870,24243299
2025-03-12,0868.HK,11.4718,5115317
2025-03-12,0883.HK,10.8368,39679565
2025-03-12,0939.HK,8.0512,116396008
2025-03-12,0941.HK,65.3702,11132307
2025-03-12,0960.HK,12.9981,7810394
2025-03-12,0968.HK,7.1156,10849014
2025-03-12,1038.HK,49.7141,2250406
2025-03-12,1044.HK,41.6775,2345699
2025-03-12,1088.HK,24.1981,10164716
2025-03-12,1109.HK,32.2517,7236556
2025-03-12,1113.HK,44.4427,2164276
2025-03-12,1177.HK,3.7403,17212749
2025-03-12,1211.HK,261.2328,12280554
2025-03-12,1288.HK,2.5832,146016273
2025-03-12,1299.HK,55.4924,28476311
2025-03-12,1398.HK,4.6372,151535071
2025-03-12,1928.HK,16.8437,8635871
2025-03-12,1997.HK,39.9963,2703809
2025-03-12,2007.HK,1.0672,13955512
2025-03-12,2018.HK,22.4987,3116575
2025-03-12,2020.HK,72.3412,5113501
2025-03-12,2269.HK,35.7069,9531979
2025-03-12,2313.HK,76.2627,4208999
2025-03-12,2318.HK,38.0374,25568193
2025-03-12,2319.HK,28.1951,9153894
2025-03-12,2382.HK,103.1874,4085876
2025-03-12,2388.HK,28.3210,4181491
2025-03-12,2628.HK,36.2010,16324669
2025-03-12,2688.HK,96.4730,2392462
2025-03-12,3328.HK,4.7825,51558029
2025-03-12,3988.HK,2.6355,91821656
2025-03-13,0001.HK,40.4976,3602089
2025-03-13,0002.HK,60.9661,2534095
2025-03-13,0003.HK,54.9564,4229777
2025-03-13,0005.HK,55.3424,47179476
2025-03-13,0006.HK,31.3319,1829792
2025-03-13,0011.HK,105.8630,4231418
2025-03-13,0012.HK,26.4723,2413672
2025-03-13,0016.HK,88.9390,3261323
2025-03-13,0017.HK,27.9985,7633826
2025-03-13,0019.HK,63.4430,2787914
2025-03-13,0023.HK,21.9226,3930254
2025-03-13,0027.HK,42.4989,9808440
2025-03-13,0066.HK,12.9817,4610180
2025-03-13,0083.HK,16.8573,5906524
2025-03-13,0101.HK,10.4563,5919455
2025-03-13,0175.HK,12.3447,23810498
2025-03-13,0241.HK,4.5295,17404796
2025-03-13,0267.HK,40.3908,6881117
2025-03-13,0285.HK,27.0150,4885948
2025-03-13,0288.HK,5.8007,17475528
2025-03-13,0291.HK,41.9126,7128555
2025-03-13,0386.HK,3.7145,16002659
2025-03-13,0388.HK,291.7052,8256271
2025-03-13,0669.HK,88.7132,1905886
2025-03-13,0688.HK,20.5036,15906678
2025-03-13,0700.HK,368.6549,24652377
2025-03-13,0762.HK,5.0404,16517550
2025-03-13,0823.HK,57.0770,7404540
2025-03-13,0857.HK,5.0287,15608115
2025-03-13,0868.HK,11.3554,8602411
2025-03-13,0883.HK,10.9286,16591385
2025-03-13,0939.HK,7.9405,153692645
2025-03-13,0941.HK,65.0157,9641008
2025-03-13,0960.HK,12.3274,7262273
2025-03-13,0968.HK,7.0107,8859166
2025-03-13,1038.HK,48.8721,4269639
2025-03-13,1044.HK,41.2146,3993665
2025-03-13,1088.HK,24.4045,10502817
2025-03-13,1109.HK,31.3583,11737682
2025-03-13,1113.HK,43.5508,2939558
2025-03-13,1177.HK,3.7315,15585199
2025-03-13,1211.HK,254.9129,6998506
2025-03-13,1288.HK,2.5234,183376581
2025-03-13,1299.HK,54.7056,16154717
2025-03-13,1398.HK,4.5788,257520918
2025-03-13,1928.HK,17.0572,5285551
2025-03-13,1997.HK,38.4123,1745351
2025-03-13,2007.HK,1.0204,21143563
2025-03-13,2018.HK,22.7938,7148835
2025-03-13,2020.HK,73.0642,9598106
2025-03-13,2269.HK,34.9420,8867292
2025-03-13,2313.HK,76.4026,2601591
2025-03-13,2318.HK,37.4955,35118141
2025-03-13,2319.HK,27.5451,6950240
2025-03-13,2382.HK,101.2718,4167359
2025-03-13,2388.HK,28.3200,3771777
2025-03-13,2628.HK,35.9142,16127935
2025-03-13,2688.HK,95.5732,3355042
2025-03-13,3328.HK,4.7209,93660360
2025-03-13,3988.HK,2.6347,72323791
2025-03-14,0001.HK,39.7289,5361052
2025-03-14,0002.HK,61.2084,2161249
2025-03-14,0003.HK,54.7800,2509211
2025-03-14,0005.HK,55.0116,27496089
2025-03-14,0006.HK,31.3387,2449923
2025-03-14,0011.HK,105.8104,8101822
2025-03-14,0012.HK,26.0773,2383150
2025-03-14,0016.HK,88.0413,3464528
2025-03-14,0017.HK,27.0010,3534172
2025-03-14,0019.HK,62.9849,2141777
2025-03-14,0023.HK,21.6896,1797478
2025-03-14,0027.HK,42.2752,4947886
2025-03-14,0066.HK,12.7285,5727692
2025-03-14,0083.HK,16.2375,3805908
2025-03-14,0101.HK,10.2610,5112024
2025-03-14,0175.HK,11.9556,31471268
2025-03-14,0241.HK,4.3137,14623331
2025-03-14,0267.HK,39.4527,8440111
2025-03-14,0285.HK,26.4655,3975981
2025-03-14,0288.HK,5.7394,10581246
2025-03-14,0291.HK,41.6733,5563472
2025-03-14,0386.HK,3.7425,55808369
2025-03-14,0388.HK,293.0439,9241652
2025-03-14,0669.HK,88.1776,1164276
2025-03-14,0688.HK,19.7661,11300312
2025-03-14,0700.HK,356.7969,16352772
2025-03-14,0762.HK,4.9629,12494271
2025-03-14,0823.HK,55.7495,6242452
2025-03-14,0857.HK,4.9338,29573780
2025-03-14,0868.HK,11.5134,7838685
2025-03-14,0883.HK,10.9123,26143560
2025-03-14,0939.HK,7.9454,132161956
2025-03-14,0941.HK,64.3864,9299152
2025-03-14,0960.HK,12.0321,5059361
2025-03-14,0968.HK,6.8198,7008495
2025-03-14,1038.HK,48.7606,2157279
2025-03-14,1044.HK,40.5015,3802148
2025-03-14,1088.HK,24.2933,5940407
2025-03-14,1109.HK,30.8194,20037620
2025-03-14,1113.HK,43.2442,3294366
2025-03-14,1177.HK,3.7356,14935640
2025-03-14,1211.HK,254.1485,5758636
2025-03-14,1288.HK,2.5143,119318212
2025-03-14,1299.HK,54.5191,16471932
2025-03-14,1398.HK,4.5924,211991994
2025-03-14,1928.HK,16.4720,9067615
2025-03-14,1997.HK,37.7398,1623676
2025-03-14,2007.HK,1.0026,13310439
2025-03-14,2018.HK,22.5760,4749197
2025-03-14,2020.HK,71.6745,4736352
2025-03-14,2269.HK,35.2653,12373650
2025-03-14,2313.HK,75.6271,2291632
2025-03-14,2318.HK,37.7694,22141942
2025-03-14,2319.HK,26.9952,6992115
2025-03-14,2382.HK,96.7613,6326644
2025-03-14,2388.HK,28.2239,4874859
2025-03-14,2628.HK,35.5827,18755224
2025-03-14,2688.HK,94.5405,2733161
2025-03-14,3328.HK,4.7574,57350766
2025-03-14,3988.HK,2.6394,89282874
2025-03-17,0001.HK,40.2054,4030118
2025-03-17,0002.HK,61.7714,2074517
2025-03-17,0003.HK,55.9531,3615526
2025-03-17,0005.HK,54.8170,50701013
2025-03-17,0006.HK,31.4543,1799768
2025-03-17,0011.HK,107.0347,4786524
2025-03-17,0012.HK,26.2889,1706127
2025-03-17,0016.HK,90.1902,2854806
2025-03-17,0017.HK,27.2759,7179526
2025-03-17,0019.HK,63.5666,1877010
2025-03-17,0023.HK,21.9165,3365936
2025-03-17,0027.HK,42.7550,12430055
2025-03-17,0066.HK,13.0052,6293246
2025-03-17,0083.HK,16.3032,7311357
2025-03-17,0101.HK,10.4150,4444985
2025-03-17,0175.HK,12.3700,24444117
2025-03-17,0241.HK,4.4889,6571673
2025-03-17,0267.HK,39.7712,8915206
2025-03-17,0285.HK,26.8445,5958560
2025-03-17,0288.HK,5.7931,7262803
2025-03-17,0291.HK,42.0514,3579488
2025-03-17,0386.HK,3.7760,25288397
2025-03-17,0388.HK,292.9521,6634833
2025-03-17,0669.HK,89.2732,1793144
2025-03-17,0688.HK,20.2844,13390082
2025-03-17,0700.HK,375.5692,13147049
2025-03-17,0762.HK,4.9689,13872675
2025-03-17,0823.HK,56.5231,3695154
2025-03-17,0857.HK,5.0108,43546396
2025-03-17,0868.HK,11.4619,6365492
2025-03-17,0883.HK,11.2916,25545938
2025-03-17,0939.HK,7.9905,190287920
2025-03-17,0941.HK,65.1459,12299971
2025-03-17,0960.HK,12.5975,6313889
2025-03-17,0968.HK,6.9620,5480717
2025-03-17,1038.HK,48.9030,1695129
2025-03-17,1044.HK,40.6673,2964909
2025-03-17,1088.HK,24.6514,15201755
2025-03-17,1109.HK,32.1637,9541152
2025-03-17,1113.HK,43.7805,2287477
2025-03-17,1177.HK,3.7662,17026008
2025-03-17,1211.HK,255.1976,10461727
2025-03-17,1288.HK,2.5331,105694607
2025-03-17,1299.HK,54.8800,8669811
2025-03-17,1398.HK,4.5930,147741749
2025-03-17,1928.HK,16.7430,9795401
2025-03-17,1997.HK,38.1442,1729605
2025-03-17,2007.HK,1.0392,12282700
2025-03-17,2018.HK,23.1868,4055793
2025-03-17,2020.HK,71.9250,4844806
2025-03-17,2269.HK,36.0224,9871612
2025-03-17,2313.HK,77.0460,3914439
2025-03-17,2318.HK,38.1942,30755289
2025-03-17,2319.HK,27.3762,8104161
2025-03-17,2382.HK,102.5353,11090456
2025-03-17,2388.HK,28.5367,3613255
2025-03-17,2628.HK,35.9747,25715330
2025-03-17,2688.HK,96.4516,5205576
2025-03-17,3328.HK,4.8158,57540552
2025-03-17,3988.HK,2.6157,144685548
2025-03-18,0001.HK,40.3050,6973065
2025-03-18,0002.HK,62.2334,5354240
2025-03-18,0003.HK,56.9632,3118300
2025-03-18,0005.HK,55.4194,21250073
2025-03-18,0006.HK,31.5124,2700688
2025-03-18,0011.HK,108.2408,4664800
2025-03-18,0012.HK,26.4740,3398544
2025-03-18,0016.HK,89.6324,5458404
2025-03-18,0017.HK,27.6920,4074114
2025-03-18,0019.HK,63.7594,2210905
2025-03-18,0023.HK,21.9460,2872501
2025-03-18,0027.HK,43.8600,8122817
2025-03-18,0066.HK,12.9140,3510297
2025-03-18,0083.HK,16.5515,7578335
2025-03-18,0101.HK,10.6419,4411394
2025-03-18,0175.HK,12.1181,37517616
2025-03-18,0241.HK,4.4122,9718676
2025-03-18,0267.HK,39.3551,6156353
2025-03-18,0285.HK,27.4190,3717239
2025-03-18,0288.HK,5.8158,8234115
2025-03-18,0291.HK,43.1808,6105964
2025-03-18,0386.HK,3.8374,18563221
2025-03-18,0388.HK,299.3454,5854694
2025-03-18,0669.HK,88.8267,2674653
2025-03-18,0688.HK,20.5602,7195514
2025-03-18,0700.HK,378.5984,31414898
2025-03-18,0762.HK,4.9678,20102537
2025-03-18,0823.HK,56.8512,4890974
2025-03-18,0857.HK,5.0073,32833568
2025-03-18,0868.HK,11.5241,5801463
2025-03-18,0883.HK,11.3158,24002269
2025-03-18,0939.HK,8.0794,136977019
2025-03-18,0941.HK,65.1396,10508577
2025-03-18,0960.HK,12.5508,6619611
2025-03-18,0968.HK,6.9358,5485349
2025-03-18,1038.HK,49.1453,1764035
2025-03-18,1044.HK,41.7610,3021531
2025-03-18,1088.HK,24.8512,8660580
2025-03-18,1109.HK,32.4265,16219127
2025-03-18,1113.HK,44.2035,2945448
2025-03-18,1177.HK,3.8174,13948301
2025-03-18,1211.HK,264.0095,8396486
2025-03-18,1288.HK,2.5741,128397773
2025-03-18,1299.HK,55.8460,11152999
2025-03-18,1398.HK,4.6380,270127361
2025-03-18,1928.HK,16.9161,13745043
2025-03-18,1997.HK,38.0615,1611783
2025-03-18,2007.HK,1.0445,11038455
2025-03-18,2018.HK,24.1609,5193257
2025-03-18,2020.HK,72.2826,2385195
2025-03-18,2269.HK,35.9678,9958246
2025-03-18,2313.HK,76.6437,2522564
2025-03-18,2318.HK,38.3800,33858500
2025-03-18,2319.HK,27.8638,5013081
2025-03-18,2382.HK,104.2682,5632179
2025-03-18,2388.HK,28.5672,2800349
2025-03-18,2628.HK,35.5353,25914003
2025-03-18,2688.HK,97.2585,4571811
2025-03-18,3328.HK,4.8458,50114537
2025-03-18,3988.HK,2.6578,75870521
2025-03-19,0001.HK,40.3841,3326359
2025-03-19,0002.HK,61.7598,3517529
2025-03-19,0003.HK,56.9615,2274707
2025-03-19,0005.HK,55.2334,18561717
2025-03-19,0006.HK,31.3810,1864674
2025-03-19,0011.HK,108.4059,4293425
2025-03-19,0012.HK,26.7616,1892304
2025-03-19,0016.HK,88.9541,3720068
2025-03-19,0017.HK,27.3464,4134394
2025-03-19,0019.HK,63.9823,1993207
2025-03-19,0023.HK,22.2166,1715368
2025-03-19,0027.HK,43.8868,5616216
2025-03-19,0066.HK,12.7211,4715739
2025-03-19,0083.HK,16.3524,6441006
2025-03-19,0101.HK,10.4166,4208151
2025-03-19,0175.HK,12.0626,21699779
2025-03-19,0241.HK,4.4354,7977651
2025-03-19,0267.HK,39.8432,6945470
2025-03-19,0285.HK,27.8618,6088948
2025-03-19,0288.HK,5.8068,11041995
2025-03-19,0291.HK,43.5455,5383685
2025-03-19,0386.HK,3.8588,44677948
2025-03-19,0388.HK,298.7803,5884051
2025-03-19,0669.HK,88.5625,1940973
2025-03-19,0688.HK,20.6169,3570021
2025-03-19,0700.HK,386.4034,10348927
2025-03-19,0762.HK,5.0276,18457983
2025-03-19,0823.HK,56.0620,3661634
2025-03-19,0857.HK,5.0927,25494708
2025-03-19,0868.HK,11.6087,4661584
2025-03-19,0883.HK,11.4264,23507973
2025-03-19,0939.HK,8.0850,219427514
2025-03-19,0941.HK,65.7285,6883884
2025-03-19,0960.HK,12.1436,3586361
2025-03-19,0968.HK,7.2421,10089397
2025-03-19,1038.HK,49.4827,1862262
2025-03-19,1044.HK,42.3442,2645274
2025-03-19,1088.HK,25.3996,8818208
2025-03-19,1109.HK,32.0995,11986331
2025-03-19,1113.HK,43.0363,2393216
2025-03-19,1177.HK,3.8374,17765926
2025-03-19,1211.HK,271.4606,8091182
2025-03-19,1288.HK,2.5670,125277328
2025-03-19,1299.HK,55.3876,18397952
2025-03-19,1398.HK,4.5946,300328012
2025-03-19,1928.HK,16.9993,8124374
2025-03-19,1997.HK,37.4546,2295325
2025-03-19,2007.HK,1.0345,10980029
2025-03-19,2018.HK,24.1601,4544402
2025-03-19,2020.HK,72.2587,4416949
2025-03-19,2269.HK,36.6553,9076920
2025-03-19,2313.HK,78.5815,3686623
2025-03-19,2318.HK,37.8976,47365620
